donation_id,donor_id,amount,donation_date,campaign,method,name,gender,generation,age_group,income_bracket,email,phone,address,donor_type,first_donation_date,acquisition_source
f5b48efc-be43-4a28-8f76-04c1fd542e6b,DNR0066,45.24,2023-08-05,Annual Appeal,Credit Card,June Stevenson,Female,Gen X,31-45,$50k-$100k,ncooke@example.org,(913)539-1051x2236,"95867 Nash Way, Rothton, CO 69014",Monthly Sustainers,2023-04-26,Website Donation
7e9c503f-d84c-4c4d-8bab-a8a4e26f81af,DNR0066,27.73,2024-06-07,Monthly Giving Program,Bank Transfer,June Stevenson,Female,Gen X,31-45,$50k-$100k,ncooke@example.org,(913)539-1051x2236,"95867 Nash Way, Rothton, CO 69014",Monthly Sustainers,2023-04-26,Website Donation
41af256f-5493-4e35-b02b-24544184364e,DNR0066,24.27,2024-08-19,Annual Appeal,Venmo,June Stevenson,Female,Gen X,31-45,$50k-$100k,ncooke@example.org,(913)539-1051x2236,"95867 Nash Way, Rothton, CO 69014",Monthly Sustainers,2023-04-26,Website Donation
a097f06f-e884-4c20-adbe-f200bab96af7,DNR0066,32.01,2024-11-08,Monthly Giving Program,Check,June Stevenson,Female,Gen X,31-45,$50k-$100k,ncooke@example.org,(913)539-1051x2236,"95867 Nash Way, Rothton, CO 69014",Monthly Sustainers,2023-04-26,Website Donation
d08d4e77-07c0-41df-9982-12ae1eba3f43,DNR0066,27.72,2023-11-15,Monthly Giving Program,Credit Card,June Stevenson,Female,Gen X,31-45,$50k-$100k,ncooke@example.org,(913)539-1051x2236,"95867 Nash Way, Rothton, CO 69014",Monthly Sustainers,2023-04-26,Website Donation
4fc4cc72-ca66-493b-8dfe-4f0c293acfde,DNR0066,17.93,2024-03-12,Monthly Giving Program,Credit Card,June Stevenson,Female,Gen X,31-45,$50k-$100k,ncooke@example.org,(913)539-1051x2236,"95867 Nash Way, Rothton, CO 69014",Monthly Sustainers,2023-04-26,Website Donation
0f63be0e-18d5-454f-87da-9f09ed2cf409,DNR0066,49.57,2025-04-25,Monthly Giving Program,Venmo,June Stevenson,Female,Gen X,31-45,$50k-$100k,ncooke@example.org,(913)539-1051x2236,"95867 Nash Way, Rothton, CO 69014",Monthly Sustainers,2023-04-26,Website Donation
9b13b866-4d66-4167-923b-3d27af1abdbc,DNR0067,303.85,2025-01-05,Red Fox Run 5K,Bank Transfer,Kara Greene,Female,Millennial,18-30,$50k-$100k,linda77@example.com,9493362076,"4859 Brandon Plains Suite 256, Wayneberg, KY 48473",Event Donors,2023-05-16,Fox Habitat Event
641f5e5c-8f1a-4ed4-ad4c-abed44c15139,DNR0067,111.19,2024-06-03,Red Fox Run 5K,Credit Card,Kara Greene,Female,Millennial,18-30,$50k-$100k,linda77@example.com,9493362076,"4859 Brandon Plains Suite 256, Wayneberg, KY 48473",Event Donors,2023-05-16,Fox Habitat Event
8ff5a607-b866-46ef-9c10-9a3fada2c2a0,DNR0068,82.51,2024-08-30,Endangered Species Fund,Credit Card,Sophia Correia,Female,Boomer,60+,$100k+,valerie72@example.org,+1-481-687-5164x1774,"0282 Brandon Rest Apt. 898, Scottview, ME 31928",Small Online Donors,2023-08-14,Website Donation
ac2ee751-39ca-4f23-b9c1-30baf44abf94,DNR0068,42.01,2023-12-10,Earth Day Events,Credit Card,Sophia Correia,Female,Boomer,60+,$100k+,valerie72@example.org,+1-481-687-5164x1774,"0282 Brandon Rest Apt. 898, Scottview, ME 31928",Small Online Donors,2023-08-14,Website Donation
3fa0a2d0-a0c3-4b0e-9c0d-31708e34006f,DNR0069,25.22,2023-05-10,Arctic Fox Day,PayPal,Mr Brett Jones,Male,Millennial,18-30,Prefer not to say,brenda14@example.net,(559)570-5220,"33443 Shannon Islands Suite 935, North Kimberlyport, NH 08385",Small Online Donors,2022-07-05,Meta Ads
a97eb830-75df-418e-8725-24cf92813981,DNR0070,5.0,2025-06-08,Giving Season,Check,Ms Sally Bailey,Female,Boomer,60+,Prefer not to say,wolfjames@example.net,+1-287-447-1616,"94869 Spencer Ville Apt. 758, West Jenniferberg, MS 40199",Small Online Donors,2024-02-17,Website Donation
998a7828-f131-458a-bfac-af48c52f3275,DNR0071,61.69,2022-07-13,Whale Shark Supporter Program,Check,Joyce Wilson-Lee,Female,Gen Z,18-30,$50k-$100k,campbellphilip@example.org,001-606-548-7353x218,"50919 Lynn Knolls Suite 099, Jonesport, AK 72706",Small Online Donors,2021-11-07,Meta Ads
675a89d7-4b01-4fa3-88f5-84baa4b95ddc,DNR0071,5.0,2024-02-21,Kids 4 Climate School Fundraiser,PayPal,Joyce Wilson-Lee,Female,Gen Z,18-30,$50k-$100k,campbellphilip@example.org,001-606-548-7353x218,"50919 Lynn Knolls Suite 099, Jonesport, AK 72706",Small Online Donors,2021-11-07,Meta Ads
cbcb1782-9c6a-4d41-bac3-afb4ea7a8fd8,DNR0071,5.0,2024-07-12,Whale Shark Supporter Program,PayPal,Joyce Wilson-Lee,Female,Gen Z,18-30,$50k-$100k,campbellphilip@example.org,001-606-548-7353x218,"50919 Lynn Knolls Suite 099, Jonesport, AK 72706",Small Online Donors,2021-11-07,Meta Ads
4541a31b-c045-4743-896b-16ee40f80fd9,DNR0072,45.55,2024-03-13,Endangered Species Fund,Bank Transfer,Nathan Souza,Male,Gen X,46-60,$50k-$100k,ulang@example.net,336.221.4683,"0660 Sean Mission Apt. 067, West Michael, UT 65367",Small Online Donors,2021-02-07,Google Ads
d91a4c15-ca54-43c9-aa3c-b8bac74554e5,DNR0073,38.3,2022-09-03,Arctic Fox Day,Check,Andrea Walker,Female,Gen X,46-60,$100k+,renee67@example.org,+1-835-278-2281x15878,"574 Zuniga Track Apt. 566, East Jason, MT 47444",Small Online Donors,2021-08-14,Website Donation
581dabf6-5256-49a7-8950-7cf632178515,DNR0073,13.35,2025-01-31,Endangered Species Fund,Credit Card,Andrea Walker,Female,Gen X,46-60,$100k+,renee67@example.org,+1-835-278-2281x15878,"574 Zuniga Track Apt. 566, East Jason, MT 47444",Small Online Donors,2021-08-14,Website Donation
2807a3cb-35c5-4686-a95e-ec2ca36f6273,DNR0073,29.38,2022-06-04,Emergency Response Fund,Venmo,Andrea Walker,Female,Gen X,46-60,$100k+,renee67@example.org,+1-835-278-2281x15878,"574 Zuniga Track Apt. 566, East Jason, MT 47444",Small Online Donors,2021-08-14,Website Donation
1039087c-5ca6-48d6-b749-db91c542d15f,DNR0074,4213.42,2025-07-15,Giving Season,PayPal,Christopher Daniels,Male,Millennial,18-30,<$50k,antoniorivera@example.net,001-622-237-1689x2177,"08687 Carolyn Shoal Suite 149, Port Christinehaven, MA 59915",Major Individual,2024-03-11,Website Donation
6fe411ca-de5f-471c-b1f0-5f0e9a9812dc,DNR0074,5636.0,2024-05-03,Giving Season,Credit Card,Christopher Daniels,Male,Millennial,18-30,<$50k,antoniorivera@example.net,001-622-237-1689x2177,"08687 Carolyn Shoal Suite 149, Port Christinehaven, MA 59915",Major Individual,2024-03-11,Website Donation
51d2b9dc-955b-40ce-bb34-85796efdc636,DNR0074,5405.47,2024-10-29,Annual Appeal,Credit Card,Christopher Daniels,Male,Millennial,18-30,<$50k,antoniorivera@example.net,001-622-237-1689x2177,"08687 Carolyn Shoal Suite 149, Port Christinehaven, MA 59915",Major Individual,2024-03-11,Website Donation
86cd67e1-34fd-4945-a973-221e76ec5a4d,DNR0075,85.29,2024-08-07,Annual Appeal,Credit Card,Mariah Montenegro,Female,Millennial,31-45,<$50k,vickigrant@example.net,520.215.7259,"1905 Martin Summit Apt. 627, East Matthewton, MH 15273",Small Online Donors,2024-04-17,Google Ads
ce570357-2de4-450f-82f7-ccbb101dc15f,DNR0075,35.93,2025-05-22,Arctic Fox Day,Credit Card,Mariah Montenegro,Female,Millennial,31-45,<$50k,vickigrant@example.net,520.215.7259,"1905 Martin Summit Apt. 627, East Matthewton, MH 15273",Small Online Donors,2024-04-17,Google Ads
a08eea26-8bc3-4eb6-9560-c6b28fca8b45,DNR0075,85.09,2025-03-11,Whale Shark Supporter Program,Bank Transfer,Mariah Montenegro,Female,Millennial,31-45,<$50k,vickigrant@example.net,520.215.7259,"1905 Martin Summit Apt. 627, East Matthewton, MH 15273",Small Online Donors,2024-04-17,Google Ads
32f0d79c-8bdb-4d0e-8ca5-5542ff2de56b,DNR0076,19.68,2024-02-22,Annual Appeal,Credit Card,Gordon Lawrence,Male,Gen X,46-60,$100k+,williamstracy@example.net,(576)226-8020,"USNS Cooper, FPO AA 44275",Small Online Donors,2023-08-04,Google Ads
ac463aab-5d1e-44c2-a9b4-93c53ea9ef08,DNR0077,36.48,2024-10-01,Kids 4 Climate School Fundraiser,PayPal,Dominic Green,Male,Gen Z,18-30,$100k+,wellsjohn@example.org,(374)896-3667,"9154 George Divide, Ellisland, AL 61049",Small Online Donors,2022-05-10,Website Donation
d42b38a3-e8c8-4c71-a557-5d0b61428b0b,DNR0077,8.08,2025-03-19,Whale Shark Supporter Program,Check,Dominic Green,Male,Gen Z,18-30,$100k+,wellsjohn@example.org,(374)896-3667,"9154 George Divide, Ellisland, AL 61049",Small Online Donors,2022-05-10,Website Donation
a3748a70-b995-4777-9ebb-e3d93576b024,DNR0078,10.48,2024-03-21,Monthly Giving Program,Credit Card,Leah Williams MD,Female,Boomer,60+,$50k-$100k,toddgordon@example.net,001-769-268-0650,"Unit 2595 Box 0655, DPO AE 92471",Monthly Sustainers,2021-09-04,Website Donation
2c103051-e727-4351-acd4-ded1b784329c,DNR0078,31.44,2025-05-13,Monthly Giving Program,Cash,Leah Williams MD,Female,Boomer,60+,$50k-$100k,toddgordon@example.net,001-769-268-0650,"Unit 2595 Box 0655, DPO AE 92471",Monthly Sustainers,2021-09-04,Website Donation
7a48e82b-3e72-444f-9e8b-630a81b7948d,DNR0078,49.73,2025-03-09,Annual Appeal,Credit Card,Leah Williams MD,Female,Boomer,60+,$50k-$100k,toddgordon@example.net,001-769-268-0650,"Unit 2595 Box 0655, DPO AE 92471",Monthly Sustainers,2021-09-04,Website Donation
8f4ac64d-bfce-40da-bce2-cbe6cb494154,DNR0078,19.82,2023-02-20,Monthly Giving Program,Credit Card,Leah Williams MD,Female,Boomer,60+,$50k-$100k,toddgordon@example.net,001-769-268-0650,"Unit 2595 Box 0655, DPO AE 92471",Monthly Sustainers,2021-09-04,Website Donation
cb1c04d5-bd98-41f4-8a9d-64603625fe14,DNR0078,23.51,2025-03-29,Pollinator Protection Project,Check,Leah Williams MD,Female,Boomer,60+,$50k-$100k,toddgordon@example.net,001-769-268-0650,"Unit 2595 Box 0655, DPO AE 92471",Monthly Sustainers,2021-09-04,Website Donation
85334dd7-6557-420b-89a9-1ca02ebfa1e8,DNR0078,30.3,2023-04-02,Monthly Giving Program,Bank Transfer,Leah Williams MD,Female,Boomer,60+,$50k-$100k,toddgordon@example.net,001-769-268-0650,"Unit 2595 Box 0655, DPO AE 92471",Monthly Sustainers,2021-09-04,Website Donation
ede5ba0d-86c4-436f-bd66-661c355a5609,DNR0078,24.8,2024-02-17,Monthly Giving Program,Bank Transfer,Leah Williams MD,Female,Boomer,60+,$50k-$100k,toddgordon@example.net,001-769-268-0650,"Unit 2595 Box 0655, DPO AE 92471",Monthly Sustainers,2021-09-04,Website Donation
a8ee15c9-7362-4704-9f38-457c8be3bf21,DNR0078,22.28,2023-09-16,Annual Appeal,Check,Leah Williams MD,Female,Boomer,60+,$50k-$100k,toddgordon@example.net,001-769-268-0650,"Unit 2595 Box 0655, DPO AE 92471",Monthly Sustainers,2021-09-04,Website Donation
6ba5c918-d31d-4c2b-862e-aee3a4fc7980,DNR0078,13.24,2022-02-10,Monthly Giving Program,Check,Leah Williams MD,Female,Boomer,60+,$50k-$100k,toddgordon@example.net,001-769-268-0650,"Unit 2595 Box 0655, DPO AE 92471",Monthly Sustainers,2021-09-04,Website Donation
77c029f5-189f-470c-bf42-b5119b2399a8,DNR0078,25.24,2023-03-24,Annual Appeal,Check,Leah Williams MD,Female,Boomer,60+,$50k-$100k,toddgordon@example.net,001-769-268-0650,"Unit 2595 Box 0655, DPO AE 92471",Monthly Sustainers,2021-09-04,Website Donation
086c62eb-7079-4dbf-a5e1-32c335b7f7d0,DNR0078,40.32,2024-10-03,Pollinator Protection Project,Credit Card,Leah Williams MD,Female,Boomer,60+,$50k-$100k,toddgordon@example.net,001-769-268-0650,"Unit 2595 Box 0655, DPO AE 92471",Monthly Sustainers,2021-09-04,Website Donation
9ad670d3-4a10-46f5-bc7a-59dcf2f1a80a,DNR0079,6.45,2025-02-12,Giving Season,Credit Card,Miss Bethan Scott,Female,Boomer,60+,$50k-$100k,johnsonbrian@example.org,305.607.5137x382,"936 Benjamin Locks, Huffmanburgh, MS 94866",Small Online Donors,2023-03-02,Meta Ads
932905e1-a8fb-4b0d-b7db-d5100d8d8483,DNR0080,20.97,2025-02-20,Arctic Fox Day,Check,Marcela Jesus,Female,Gen X,31-45,<$50k,carlsonmelissa@example.net,+1-279-402-5354,"3876 Shannon Flats Suite 808, Palmermouth, CA 27581",Small Online Donors,2020-09-04,Google Ads
b9c65c6e-08e1-4002-b0f1-61ea9db3ddff,DNR0080,34.23,2022-11-28,Annual Appeal,Bank Transfer,Marcela Jesus,Female,Gen X,31-45,<$50k,carlsonmelissa@example.net,+1-279-402-5354,"3876 Shannon Flats Suite 808, Palmermouth, CA 27581",Small Online Donors,2020-09-04,Google Ads
e20baa5f-e549-41d0-a04e-13898ef1cf4e,DNR0081,72.06,2022-07-23,New Year Giving Initiative,Check,Elvira Mena,Female,Millennial,31-45,$50k-$100k,jeffery73@example.org,935.861.0256x8025,"773 Reyes Skyway, West Derekmouth, GA 92588",Small Online Donors,2021-10-30,Meta Ads
b377c8ab-b1c0-472f-aa65-60ef0d73b39e,DNR0081,59.09,2021-11-15,Earth Day Events,Cash,Elvira Mena,Female,Millennial,31-45,$50k-$100k,jeffery73@example.org,935.861.0256x8025,"773 Reyes Skyway, West Derekmouth, GA 92588",Small Online Donors,2021-10-30,Meta Ads
a9f7a9c1-8ce6-4cb0-9919-8443581a0261,DNR0082,147.2,2022-07-29,Earth Day Events,Credit Card,Sophia Andrade,Female,Boomer,60+,$100k+,longkarla@example.net,001-600-277-6167,"22312 Young Bypass, East Christopherview, NC 61694",Event Donors,2021-02-18,Fox Habitat Event
73241fb9-119b-483b-a06d-02d735c37b0a,DNR0083,56.13,2022-10-11,Annual Appeal,Credit Card,Leonardo Alba,Male,Gen X,46-60,$50k-$100k,summer82@example.net,6562892948,"58584 Charles Views Suite 325, Smithville, PR 80766",Small Online Donors,2022-01-14,Website Donation
d8b70beb-8c14-4f39-a1a8-b29550e5a196,DNR0084,62.67,2024-08-16,Endangered Species Fund,Credit Card,Mauricio José Eduardo Estévez Baeza,Male,Boomer,60+,<$50k,amy55@example.org,974.975.3132x841,"37102 Michael Unions, Williamsview, DE 79170",Small Online Donors,2024-06-27,Meta Ads
f8f7b9c8-0894-489c-a16a-0fce50b9b8c6,DNR0085,91.79,2023-05-03,Red Fox Run 5K,Check,Paula Adams,Female,Millennial,31-45,<$50k,omarshall@example.net,(848)203-0272x120,"7822 Chase Port Apt. 700, South Robinstad, MH 38399",Event Donors,2021-11-14,Earth Day Event
d99c1e5b-cba8-4405-a08f-1394924a9de1,DNR0085,96.37,2025-05-24,Red Fox Run 5K,Check,Paula Adams,Female,Millennial,31-45,<$50k,omarshall@example.net,(848)203-0272x120,"7822 Chase Port Apt. 700, South Robinstad, MH 38399",Event Donors,2021-11-14,Earth Day Event
a06cef84-3b67-40ac-bf9b-8cb1628f12a1,DNR0086,48.14,2023-02-27,Arctic Fox Day,Check,Lisa Estrada,Female,Gen Z,18-30,$50k-$100k,daniel89@example.org,(974)432-4000,"6080 Wong Mission Suite 868, Lake Michael, LA 60229",Small Online Donors,2020-08-31,Google Ads
e04f0092-c3d6-4f2e-9ff0-8a19904244ec,DNR0087,55.13,2023-10-13,Pollinator Protection Project,PayPal,Dr Stewart Lloyd,Male,Millennial,31-45,$50k-$100k,katherineelliott@example.org,899-507-9933x5094,"449 Daniel Isle, Michellefurt, AZ 42684",Monthly Sustainers,2022-12-24,Meta Ads
29159ac6-03bb-4bd8-9572-27955b30bc7d,DNR0087,27.55,2025-02-09,Arctic Fox Day,Credit Card,Dr Stewart Lloyd,Male,Millennial,31-45,$50k-$100k,katherineelliott@example.org,899-507-9933x5094,"449 Daniel Isle, Michellefurt, AZ 42684",Monthly Sustainers,2022-12-24,Meta Ads
90fd2f39-8b00-4343-b165-cbfa856c6b2a,DNR0087,43.76,2023-12-21,Arctic Fox Day,Check,Dr Stewart Lloyd,Male,Millennial,31-45,$50k-$100k,katherineelliott@example.org,899-507-9933x5094,"449 Daniel Isle, Michellefurt, AZ 42684",Monthly Sustainers,2022-12-24,Meta Ads
0a290e57-c3b6-4cee-8ae9-18f48bcdbd90,DNR0087,23.92,2025-06-05,Monthly Giving Program,Check,Dr Stewart Lloyd,Male,Millennial,31-45,$50k-$100k,katherineelliott@example.org,899-507-9933x5094,"449 Daniel Isle, Michellefurt, AZ 42684",Monthly Sustainers,2022-12-24,Meta Ads
ab8fe9b9-faeb-4d29-a634-1e524890da1e,DNR0087,43.14,2023-04-01,Monthly Giving Program,Credit Card,Dr Stewart Lloyd,Male,Millennial,31-45,$50k-$100k,katherineelliott@example.org,899-507-9933x5094,"449 Daniel Isle, Michellefurt, AZ 42684",Monthly Sustainers,2022-12-24,Meta Ads
59b300f3-b840-4b4d-8645-9496f5b7ac04,DNR0087,15.99,2023-08-13,Monthly Giving Program,Check,Dr Stewart Lloyd,Male,Millennial,31-45,$50k-$100k,katherineelliott@example.org,899-507-9933x5094,"449 Daniel Isle, Michellefurt, AZ 42684",Monthly Sustainers,2022-12-24,Meta Ads
6232cf08-1e7e-4365-83c1-c1e3f1753aa2,DNR0087,28.46,2024-09-13,Monthly Giving Program,Credit Card,Dr Stewart Lloyd,Male,Millennial,31-45,$50k-$100k,katherineelliott@example.org,899-507-9933x5094,"449 Daniel Isle, Michellefurt, AZ 42684",Monthly Sustainers,2022-12-24,Meta Ads
c37f5970-f9da-4427-ac5d-7440e2ce1b35,DNR0087,19.4,2023-04-13,Monthly Giving Program,PayPal,Dr Stewart Lloyd,Male,Millennial,31-45,$50k-$100k,katherineelliott@example.org,899-507-9933x5094,"449 Daniel Isle, Michellefurt, AZ 42684",Monthly Sustainers,2022-12-24,Meta Ads
1930789a-2dea-4d4b-80fb-b796a050142f,DNR0087,39.13,2024-04-26,Monthly Giving Program,Check,Dr Stewart Lloyd,Male,Millennial,31-45,$50k-$100k,katherineelliott@example.org,899-507-9933x5094,"449 Daniel Isle, Michellefurt, AZ 42684",Monthly Sustainers,2022-12-24,Meta Ads
791da610-4729-4a87-9ff7-33a74cb14894,DNR0088,11.06,2024-05-12,Arctic Fox Day,Credit Card,Antonella Moreira,Female,Millennial,31-45,$100k+,maurice22@example.net,001-587-378-5597x8398,"00490 Thompson Dam Suite 239, North Danny, WV 74638",Small Online Donors,2022-11-30,Website Donation
830048ce-a70e-4c48-8409-45f863811386,DNR0089,27.74,2023-11-21,Annual Appeal,Check,James Hudson,Male,Gen Z,18-30,<$50k,hector11@example.net,(354)854-3024x4127,"8380 Miller Extensions, Port Jeffside, MA 02701",Monthly Sustainers,2023-11-02,Website Donation
be46f60b-b1d4-4f7a-94ad-a2aaf1317dc0,DNR0089,42.15,2024-05-18,Arctic Fox Day,Bank Transfer,James Hudson,Male,Gen Z,18-30,<$50k,hector11@example.net,(354)854-3024x4127,"8380 Miller Extensions, Port Jeffside, MA 02701",Monthly Sustainers,2023-11-02,Website Donation
7a547eaa-87fe-4e06-b2f7-5c697307014c,DNR0089,33.63,2023-11-27,Giving Season,Credit Card,James Hudson,Male,Gen Z,18-30,<$50k,hector11@example.net,(354)854-3024x4127,"8380 Miller Extensions, Port Jeffside, MA 02701",Monthly Sustainers,2023-11-02,Website Donation
fe6e5d7b-4064-4667-b9ac-2e9f23368234,DNR0089,29.24,2024-10-10,Monthly Giving Program,Bank Transfer,James Hudson,Male,Gen Z,18-30,<$50k,hector11@example.net,(354)854-3024x4127,"8380 Miller Extensions, Port Jeffside, MA 02701",Monthly Sustainers,2023-11-02,Website Donation
5ebd71d6-dfb7-43f5-a7c9-02a65d0de058,DNR0089,43.97,2023-12-14,Monthly Giving Program,Bank Transfer,James Hudson,Male,Gen Z,18-30,<$50k,hector11@example.net,(354)854-3024x4127,"8380 Miller Extensions, Port Jeffside, MA 02701",Monthly Sustainers,2023-11-02,Website Donation
364fba77-a9c8-4712-be56-660c9d0bc88f,DNR0089,82.83,2025-05-17,Monthly Giving Program,Bank Transfer,James Hudson,Male,Gen Z,18-30,<$50k,hector11@example.net,(354)854-3024x4127,"8380 Miller Extensions, Port Jeffside, MA 02701",Monthly Sustainers,2023-11-02,Website Donation
66940d68-b780-4578-a7cb-f80bb3a10fe2,DNR0089,19.28,2024-03-27,Monthly Giving Program,Check,James Hudson,Male,Gen Z,18-30,<$50k,hector11@example.net,(354)854-3024x4127,"8380 Miller Extensions, Port Jeffside, MA 02701",Monthly Sustainers,2023-11-02,Website Donation
8257760c-f213-42ac-a522-9f212820cf45,DNR0089,25.85,2024-05-08,Pollinator Protection Project,Credit Card,James Hudson,Male,Gen Z,18-30,<$50k,hector11@example.net,(354)854-3024x4127,"8380 Miller Extensions, Port Jeffside, MA 02701",Monthly Sustainers,2023-11-02,Website Donation
94377115-6ec5-4d22-ac10-0d45d9aed543,DNR0089,35.54,2025-01-10,Annual Appeal,Credit Card,James Hudson,Male,Gen Z,18-30,<$50k,hector11@example.net,(354)854-3024x4127,"8380 Miller Extensions, Port Jeffside, MA 02701",Monthly Sustainers,2023-11-02,Website Donation
c4803e09-e10d-4554-b839-1012ccd929d4,DNR0089,39.17,2024-06-21,Monthly Giving Program,Check,James Hudson,Male,Gen Z,18-30,<$50k,hector11@example.net,(354)854-3024x4127,"8380 Miller Extensions, Port Jeffside, MA 02701",Monthly Sustainers,2023-11-02,Website Donation
61316128-61de-4d4c-80dc-2f2f2835d099,DNR0089,42.31,2024-09-18,Monthly Giving Program,Check,James Hudson,Male,Gen Z,18-30,<$50k,hector11@example.net,(354)854-3024x4127,"8380 Miller Extensions, Port Jeffside, MA 02701",Monthly Sustainers,2023-11-02,Website Donation
8a5fb674-76e3-48f8-a4b0-7a65f8948aa8,DNR0089,43.3,2025-03-29,Monthly Giving Program,Check,James Hudson,Male,Gen Z,18-30,<$50k,hector11@example.net,(354)854-3024x4127,"8380 Miller Extensions, Port Jeffside, MA 02701",Monthly Sustainers,2023-11-02,Website Donation
c83f6b35-ad60-4dc3-be83-d8dff2ad6ec5,DNR0089,13.6,2024-08-26,Annual Appeal,PayPal,James Hudson,Male,Gen Z,18-30,<$50k,hector11@example.net,(354)854-3024x4127,"8380 Miller Extensions, Port Jeffside, MA 02701",Monthly Sustainers,2023-11-02,Website Donation
10751baa-a6bb-4b40-8681-a5d3bd5f3fbe,DNR0089,36.2,2023-11-19,Monthly Giving Program,PayPal,James Hudson,Male,Gen Z,18-30,<$50k,hector11@example.net,(354)854-3024x4127,"8380 Miller Extensions, Port Jeffside, MA 02701",Monthly Sustainers,2023-11-02,Website Donation
a22cd19a-b678-42da-b811-77465edd427c,DNR0090,98.34,2024-02-20,Red Fox Run 5K,Bank Transfer,Ángela Vanesa Zarate Barragán,Female,Gen X,46-60,$50k-$100k,brent20@example.net,(512)634-0535x67034,"233 Daniel Mount, South John, MI 77458",Event Donors,2021-05-11,Volunteer Conversion
706f3be8-ff1f-4f6a-a2d9-9fd0267478b8,DNR0091,47.99,2024-08-10,Whale Shark Supporter Program,PayPal,Diego Marques,Male,Gen Z,18-30,$50k-$100k,stephanie32@example.com,255.489.5710x888,"Unit 2544 Box 9697, DPO AP 48789",Small Online Donors,2020-12-06,Meta Ads
424e0210-5485-48af-a29a-a56be05d09de,DNR0092,137.55,2023-01-11,Earth Day Events,Check,Marcus Burgess-Martin,Male,Gen X,46-60,$100k+,shortjonathan@example.net,5038983742,"87168 Teresa Rest, Port Bryantown, OR 39463",Event Donors,2022-11-13,Earth Day Event
7c3b7b9c-4cb7-4c7e-9ba2-b609704ba5f9,DNR0093,14.45,2025-02-07,Annual Appeal,Check,Maureen Stout,Female,Millennial,18-30,<$50k,vwong@example.net,001-355-536-4738x58332,"Unit 6276 Box 8402, DPO AE 86603",Small Online Donors,2023-12-14,Google Ads
b88bb038-93e2-42c7-a348-8947d3af7244,DNR0093,11.67,2024-06-15,Arctic Fox Day,PayPal,Maureen Stout,Female,Millennial,18-30,<$50k,vwong@example.net,001-355-536-4738x58332,"Unit 6276 Box 8402, DPO AE 86603",Small Online Donors,2023-12-14,Google Ads
e3365a60-6593-4aa8-99f8-7534ed70da5b,DNR0093,40.34,2023-12-25,Annual Appeal,Credit Card,Maureen Stout,Female,Millennial,18-30,<$50k,vwong@example.net,001-355-536-4738x58332,"Unit 6276 Box 8402, DPO AE 86603",Small Online Donors,2023-12-14,Google Ads
422cdc61-f8a1-46c5-9b2f-09bdd0f3477f,DNR0093,59.29,2024-03-06,Arctic Fox Day,Check,Maureen Stout,Female,Millennial,18-30,<$50k,vwong@example.net,001-355-536-4738x58332,"Unit 6276 Box 8402, DPO AE 86603",Small Online Donors,2023-12-14,Google Ads
80787853-c75d-44f8-9259-b10830762d93,DNR0094,69.93,2021-03-31,Emergency Response Fund,PayPal,Amy Jackson,Female,Gen X,46-60,$50k-$100k,ronaldrodriguez@example.net,868-368-8397x63589,"831 Monique Unions, East Michelle, WA 40622",Small Online Donors,2021-03-22,Website Donation
c143121e-bc41-4b78-9dd3-08eb0fa01c5c,DNR0094,38.08,2023-12-29,Annual Appeal,PayPal,Amy Jackson,Female,Gen X,46-60,$50k-$100k,ronaldrodriguez@example.net,868-368-8397x63589,"831 Monique Unions, East Michelle, WA 40622",Small Online Donors,2021-03-22,Website Donation
f9031b79-e1d6-4721-ab7c-cdd826e8a7e3,DNR0094,35.92,2024-07-09,Annual Appeal,Check,Amy Jackson,Female,Gen X,46-60,$50k-$100k,ronaldrodriguez@example.net,868-368-8397x63589,"831 Monique Unions, East Michelle, WA 40622",Small Online Donors,2021-03-22,Website Donation
f872c38f-2916-4562-98fa-6e76454c3ab2,DNR0095,45984.45,2022-08-23,Emergency Response Fund,PayPal,Srta. Maysa Araújo,Female,Gen X,31-45,$50k-$100k,kmoran@example.com,991.874.6638,"3238 Marissa Gateway, South Sherrystad, WV 34239",Foundation/Corporate,2022-01-26,Foundation Outreach
65ee738e-23c9-4454-9892-e5992153919e,DNR0095,25590.91,2023-05-16,Emergency Response Fund,Check,Srta. Maysa Araújo,Female,Gen X,31-45,$50k-$100k,kmoran@example.com,991.874.6638,"3238 Marissa Gateway, South Sherrystad, WV 34239",Foundation/Corporate,2022-01-26,Foundation Outreach
16f12309-cdb0-42bc-92cf-4e373410a6da,DNR0095,17079.47,2023-01-18,Annual Appeal,Credit Card,Srta. Maysa Araújo,Female,Gen X,31-45,$50k-$100k,kmoran@example.com,991.874.6638,"3238 Marissa Gateway, South Sherrystad, WV 34239",Foundation/Corporate,2022-01-26,Foundation Outreach
e2fb2a07-ddb1-478b-8269-738fcbc3c547,DNR0096,133.01,2023-11-21,Earth Day Events,PayPal,Lisa Cameron,Female,Gen X,31-45,$50k-$100k,jameswright@example.org,+1-412-335-6357x9924,"9788 Martinez Trail Suite 825, Ingramport, SC 33230",Event Donors,2020-11-29,Bat Box Build Event
de67c36e-f099-47f8-a001-9c2cf9f7322b,DNR0096,164.66,2023-04-26,Annual Appeal,Credit Card,Lisa Cameron,Female,Gen X,31-45,$50k-$100k,jameswright@example.org,+1-412-335-6357x9924,"9788 Martinez Trail Suite 825, Ingramport, SC 33230",Event Donors,2020-11-29,Bat Box Build Event
